Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Poblacion 2020

cve_inegi,id_estado,id_municipio,superficie,municipios,localidades,cabecera,longitud,latitud,altitud,pob_cabecera,pob_cabecera_h,pob_cabecera_m,total,hombres,mujeres,p3ymas,p3ymas_h,p3ymas_m,p5ymas,p5ymas_h,p5ymas_m,p0_2,p0_2_h,p0_2_m,p3_5,p3_5_h,p3_5_m,p6_14,p6_14_h,p6_14_m,p8_14,p8_14_h,p8_14_m,p15_17,p15_17_h,p15_17_m,p18_24,p18_24_h,p18_24_m,p25_29,p25_29_h,p25_29_m,p25_59,p25_59_h,p25_59_m,p60ymas,p60ymas_h,p60ymas_m,p12ymas,p12ymas_h,p12ymas_m,p15ymas,p15ymas_h,p15ymas_m,p18ymas,p18ymas_h,p18ymas_m,p30ymas,p30ymas_h,p30ymas_m,loc1_249,loc250_499,loc500_999,loc1K_2499,loc2K5_4999,loc5K_9999,loc10K_14999,loc15K_29999,loc30K_49999,loc50K_99999,loc100K_249999,loc250K_499999,loc500K_999999,locmayor1M,tipo_municipio,p3ymas_li,p3ymas_li_h,p3ymas_li_m,p3ymas_li_esp,p3ymas_li_esp_h,p3ymas_li_esp_m,p3ymas_li_noesp,p3ymas_li_noesp_h,p3ymas_li_noesp_m,p3ymas_li_esp_noespecif,p3ymas_li_esp_noespecif_h,p3ymas_li_esp_noespecif_m,p3ymas_no_li,p3ymas_no_li_h,p3ymas_no_li_m,p3ymas_li_noespecif,p3ymas_li_noespecif_h,p3ymas_li_noespecif_m,id_lengua1,id_lengua2,hab_lengua1,hab_lengua2,p_catolica,p_nocatolica,p_otrareligion,p_sinreligion
"12012","12","12","0.00","0","0","","","","0","0","0","0","69123","33478","35645","64478","31143","33335","61259","29526","31733","4645","2335","2310","4890","2469","2421","0","0","0","11310","5675","5635","4910","2443","2467","8519","4135","4384","5161","2428","2733","0","0","0","6207","3023","3184","49759","23801","25958","44912","21358","23554","40002","18915","21087","0","0","0","8086","10666","10061","19525","2561","0","0","18224","0","0","0","0","0","0","","22209","10806","11403","15257","8082","7175","6486","2488","3998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12013","12","13","0.00","0","0","","","","0","0","0","0","15099","7387","7712","14264","6939","7325","13752","6678","7074","835","448","387","794","418","376","0","0","0","2150","1064","1086","871","439","432","1512","763","749","961","405","556","0","0","0","2385","1176","1209","11627","5642","5985","10716","5167","5549","9845","4728","5117","0","0","0","1185","1593","2736","4909","4676","0","0","0","0","0","0","0","0","0","","1019","490","529","1004","485","519","13","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12014","12","14","0.00","0","0","","","","0","0","0","0","15442","7568","7874","14874","7287","7587","14440","7077","7363","568","281","287","654","314","340","0","0","0","1790","924","866","835","406","429","1431","734","697","923","434","489","0","0","0","3067","1456","1611","12729","6214","6515","11973","5821","6152","11138","5415","5723","0","0","0","853","737","525","5833","0","7494","0","0","0","0","0","0","0","0","","96","49","47","95","49","46","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12015","12","15","0.00","0","0","","","","0","0","0","0","12982","6250","6732","12345","5915","6430","11925","5703","6222","637","335","302","636","315","321","0","0","0","1526","771","755","748","379","369","1405","702","703","826","387","439","0","0","0","2214","1027","1187","10423","4965","5458","9746","4617","5129","8998","4238","4760","0","0","0","925","280","821","3723","0","7233","0","0","0","0","0","0","0","0","","85","38","47","84","37","47","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12016","12","16","0.00","0","0","","","","0","0","0","0","12408","6259","6149","11609","5874","5735","11035","5590","5445","799","385","414","842","419","423","0","0","0","1721","909","812","658","325","333","1360","653","707","884","432","452","0","0","0","1854","943","911","9310","4699","4611","8610","4326","4284","7952","4001","3951","0","0","0","7000","3926","0","1482","0","0","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12017","12","17","0.00","0","0","","","","0","0","0","0","15579","7631","7948","14667","7183","7484","14037","6856","7181","912","448","464","960","495","465","0","0","0","2059","1052","1007","738","354","384","1781","896","885","1185","513","672","0","0","0","2424","1155","1269","11866","5735","6131","11018","5320","5698","10280","4966","5314","0","0","0","820","2788","3811","4523","3637","0","0","0","0","0","0","0","0","0","","64","31","33","57","28","29","7","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12018","12","18","0.00","0","0","","","","0","0","0","0","14463","6984","7479","13663","6614","7049","13098","6323","6775","797","369","428","863","435","428","0","0","0","2015","1014","1001","854","425","429","1467","707","760","907","411","496","0","0","0","2097","1005","1092","11070","5300","5770","10189","4873","5316","9335","4448","4887","0","0","0","1043","1388","3599","1594","0","6839","0","0","0","0","0","0","0","0","","448","206","242","432","204","228","14","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12019","12","19","0.00","0","0","","","","0","0","0","0","15598","7476","8122","14494","6902","7592","13728","6527","7201","1104","574","530","1111","540","571","0","0","0","2504","1231","1273","1033","544","489","1839","895","944","1132","523","609","0","0","0","1589","714","875","11205","5286","5919","10195","4800","5395","9162","4256","4906","0","0","0","1047","2514","1802","2373","0","7862","0","0","0","0","0","0","0","0","","10574","4991","5583","9939","4871","5068","614","111","503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12020","12","20","0.00","0","0","","","","0","0","0","0","21648","10030","11618","19860","9148","10712","18725","8614","10111","1788","882","906","1680","809","871","0","0","0","3832","1888","1944","1613","771","842","2847","1327","1520","1460","609","851","0","0","0","2013","896","1117","14867","6727","8140","13254","5919","7335","11641","5148","6493","0","0","0","2984","4619","4199","6411","3435","0","0","0","0","0","0","0","0","0","","17528","8015","9513","13562","6450","7112","3777","1462","2315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12021","12","21","0.00","0","0","","","","0","0","0","0","73056","35515","37541","69488","33700","35788","66998","32436","34562","3535","1798","1737","3802","1954","1848","0","0","0","9962","5051","4911","4345","2184","2161","7830","3808","4022","4774","2212","2562","0","0","0","10656","5179","5477","57085","27437","29648","52940","25343","27597","48595","23159","25436","0","0","0","4237","6378","11450","24586","6708","5831","13866","0","0","0","0","0","0","0","","388","199","189","382","196","186","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12022","12","22","0.00","0","0","","","","0","0","0","0","38554","19025","19529","35247","17412","17835","33610","16575","17035","2156","1038","1118","2374","1169","1205","0","0","0","4963","2532","2431","1747","897","850","3813","1845","1968","2560","1172","1388","0","0","0","6162","3042","3120","28593","14047","14546","26517","13007","13510","24770","12110","12660","0","0","0","9378","4742","9633","4657","2868","7276","0","0","0","0","0","0","0","0","","65","39","26","61","37","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12023","12","23","0.00","0","0","","","","0","0","0","0","26627","13184","13443","25039","12336","12703","23889","11752","12137","1556","832","724","1727","883","844","0","0","0","4070","2032","2038","1553","793","760","2622","1324","1298","1778","803","975","0","0","0","3749","1839","1910","19794","9676","10118","18075","8823","9252","16522","8030","8492","0","0","0","1520","1258","6714","2641","3249","0","11245","0","0","0","0","0","0","0","","1360","621","739","1328","610","718","28","7","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12024","12","24","0.00","0","0","","","","0","0","0","0","7874","3776","4098","7246","3476","3770","6865","3290","3575","564","268","296","556","283","273","0","0","0","1252","624","628","498","221","277","851","415","436","581","274","307","0","0","0","909","439","470","5682","2693","2989","5101","2402","2699","4603","2181","2422","0","0","0","1555","1168","1521","3630","0","0","0","0","0","0","0","0","0","0","","2945","1389","1556","2925","1380","1545","20","9","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12025","12","25","0.00","0","0","","","","0","0","0","0","17024","8269","8755","15885","7728","8157","15230","7419","7811","1128","536","592","1026","489","537","0","0","0","2785","1379","1406","1097","556","541","1736","830","906","1080","485","595","0","0","0","2170","1032","1138","12536","6079","6457","11364","5511","5853","10267","4955","5312","0","0","0","1737","1367","2621","7226","4073","0","0","0","0","0","0","0","0","0","","172","69","103","170","69","101","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12026","12","26","0.00","0","0","","","","0","0","0","0","8272","4092","4180","7826","3894","3932","7528","3737","3791","446","198","248","439","220","219","0","0","0","1072","546","526","425","234","191","785","399","386","603","289","314","0","0","0","1579","762","817","6448","3175","3273","6014","2961","3053","5589","2727","2862","0","0","0","235","1240","2731","4066","0","0","0","0","0","0","0","0","0","0","","293","141","152","290","140","150","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12027","12","27","0.00","0","0","","","","0","0","0","0","20537","10188","10349","19382","9587","9795","18566","9172","9394","1149","598","551","1217","618","599","0","0","0","2488","1231","1257","975","480","495","2024","968","1056","1501","679","822","0","0","0","3710","1856","1854","15872","7817","8055","14905","7330","7575","13930","6850","7080","0","0","0","6892","3603","3628","1697","4717","0","0","0","0","0","0","0","0","0","","8","6","2","8","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12028","12","28","0.00","0","0","","","","0","0","0","0","123722","57741","65981","115478","53599","61879","109654","50676","58978","8243","4142","4101","8723","4397","4326","0","0","0","20001","10097","9904","8024","3965","4059","13991","6368","7623","8663","3716","4947","0","0","0","13492","5981","7511","89538","40501","49037","81158","36306","44852","73134","32341","40793","0","0","0","7247","14606","26011","24317","17758","0","0","0","33783","0","0","0","0","0","","35932","16570","19362","27774","13507","14267","7646","2862","4784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12029","12","29","0.00","0","0","","","","0","0","0","0","283354","134497","148857","267915","126617","141298","257275","121340","135935","15168","7745","7423","15840","7972","7868","0","0","0","36008","18234","17774","15472","7695","7777","35941","17161","18780","23214","10854","12360","0","0","0","28130","12796","15334","221160","102969","118191","205892","95293","110599","190420","87598","102822","0","0","0","2611","2946","4413","19588","2674","12850","12544","0","0","0","225728","0","0","0","","7850","3552","4298","7742","3508","4234","71","26","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12030","12","30","0.00","0","0","","","","0","0","0","0","22250","10907","11343","20900","10237","10663","19974","9762","10212","1350","670","680","1401","735","666","0","0","0","3328","1625","1703","1240","624","616","2522","1265","1257","1636","786","850","0","0","0","2834","1343","1491","16592","8049","8543","15178","7377","7801","13938","6753","7185","0","0","0","2314","2979","3517","0","0","0","13440","0","0","0","0","0","0","0","","288","120","168","285","120","165","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12031","12","31","0.00","0","0","","","","0","0","0","0","6278","3055","3223","5872","2843","3029","5607","2714","2893","406","212","194","403","196","207","0","0","0","883","457","426","323","154","169","652","308","344","441","200","241","0","0","0","1073","501","572","4663","2219","2444","4297","2033","2264","3974","1879","2095","0","0","0","3180","257","1224","1617","0","0","0","0","0","0","0","0","0","0","","9","3","6","9","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12032","12","32","0.00","0","0","","","","0","0","0","0","37254","18254","19000","34415","16866","17549","32420","15865","16555","2837","1387","1450","2994","1472","1522","0","0","0","6575","3399","3176","2574","1290","1284","4546","2152","2394","2706","1272","1434","0","0","0","3295","1636","1659","25706","12469","13237","22967","11051","11916","20393","9761","10632","0","0","0","8245","7866","11575","1126","0","8442","0","0","0","0","0","0","0","0","","74","45","29","73","44","29","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12033","12","33","0.00","0","0","","","","0","0","0","0","17488","8292","9196","16364","7733","8631","15649","7355","8294","1124","559","565","1091","560","531","0","0","0","2455","1270","1185","994","496","498","1979","901","1078","1262","559","703","0","0","0","2293","1095","1198","13125","6080","7045","12110","5557","6553","11116","5061","6055","0","0","0","144","1241","817","7503","0","7783","0","0","0","0","0","0","0","0","","2674","1185","1489","2608","1162","1446","56","19","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12034","12","34","0.00","0","0","","","","0","0","0","0","36593","17509","19084","34370","16393","17977","33029","15721","17308","2065","1037","1028","1987","1002","985","0","0","0","4553","2285","2268","1884","896","988","3827","1875","1952","2547","1169","1378","0","0","0","6329","2970","3359","28356","13325","15031","26534","12431","14103","24650","11535","13115","0","0","0","909","1242","6056","7325","3511","0","0","17550","0","0","0","0","0","0","","1647","716","931","1550","678","872","69","27","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12035","12","35","0.00","0","0","","","","0","0","0","0","154173","73936","80237","146427","69938","76489","140934","67202","73732","7550","3901","3649","8253","4147","4106","0","0","0","18803","9552","9251","8078","4052","4026","17812","8688","9124","11804","5666","6138","0","0","0","19975","8998","10977","121727","57396","64331","113827","53429","60398","105749","49377","56372","0","0","0","1901","2287","4217","7566","5348","0","0","0","0","0","132854","0","0","0","","2566","1213","1353","2536","1199","1337","23","9","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12036","12","36","0.00","0","0","","","","0","0","0","0","11739","5599","6140","11043","5262","5781","10592","5047","5545","696","337","359","676","327","349","0","0","0","1966","1022","944","779","399","380","1378","624","754","857","349","508","0","0","0","1254","612","642","8735","4097","4638","7897","3673","4224","7118","3274","3844","0","0","0","287","1387","4465","2490","3110","0","0","0","0","0","0","0","0","0","","2301","1028","1273","2086","947","1139","203","75","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12037","12","37","0.00","0","0","","","","0","0","0","0","6138","2998","3140","5796","2826","2970","5595","2722","2873","342","172","170","309","168","141","0","0","0","721","357","364","309","164","145","692","347","345","470","228","242","0","0","0","1061","475","586","4834","2327","2507","4553","2186","2367","4244","2022","2222","0","0","0","1228","1439","978","2493","0","0","0","0","0","0","0","0","0","0","","105","44","61","105","44","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12038","12","38","0.00","0","0","","","","0","0","0","0","126001","61437","64564","117819","57192","60627","113304","54906","58398","6330","3320","3010","7009","3557","3452","0","0","0","15267","7806","7461","6257","3138","3119","13612","6676","6936","9538","4454","5084","0","0","0","13319","6519","6800","97818","47055","50763","91425","43741","47684","85168","40603","44565","0","0","0","4530","2101","6642","8056","4213","15893","13806","0","0","70760","0","0","0","0","","2329","1149","1180","2298","1138","1160","24","10","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
