Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Poblacion 2020

cve_inegi,id_estado,id_municipio,superficie,municipios,localidades,cabecera,longitud,latitud,altitud,pob_cabecera,pob_cabecera_h,pob_cabecera_m,total,hombres,mujeres,p3ymas,p3ymas_h,p3ymas_m,p5ymas,p5ymas_h,p5ymas_m,p0_2,p0_2_h,p0_2_m,p3_5,p3_5_h,p3_5_m,p6_14,p6_14_h,p6_14_m,p8_14,p8_14_h,p8_14_m,p15_17,p15_17_h,p15_17_m,p18_24,p18_24_h,p18_24_m,p25_29,p25_29_h,p25_29_m,p25_59,p25_59_h,p25_59_m,p60ymas,p60ymas_h,p60ymas_m,p12ymas,p12ymas_h,p12ymas_m,p15ymas,p15ymas_h,p15ymas_m,p18ymas,p18ymas_h,p18ymas_m,p30ymas,p30ymas_h,p30ymas_m,loc1_249,loc250_499,loc500_999,loc1K_2499,loc2K5_4999,loc5K_9999,loc10K_14999,loc15K_29999,loc30K_49999,loc50K_99999,loc100K_249999,loc250K_499999,loc500K_999999,locmayor1M,tipo_municipio,p3ymas_li,p3ymas_li_h,p3ymas_li_m,p3ymas_li_esp,p3ymas_li_esp_h,p3ymas_li_esp_m,p3ymas_li_noesp,p3ymas_li_noesp_h,p3ymas_li_noesp_m,p3ymas_li_esp_noespecif,p3ymas_li_esp_noespecif_h,p3ymas_li_esp_noespecif_m,p3ymas_no_li,p3ymas_no_li_h,p3ymas_no_li_m,p3ymas_li_noespecif,p3ymas_li_noespecif_h,p3ymas_li_noespecif_m,id_lengua1,id_lengua2,hab_lengua1,hab_lengua2,p_catolica,p_nocatolica,p_otrareligion,p_sinreligion
"20318","20","318","0.00","0","0","","","","0","0","0","0","49780","24008","25772","47023","22631","24392","45193","21755","23438","2752","1374","1378","2768","1331","1437","0","0","0","6491","3336","3155","2768","1399","1369","5604","2730","2874","4332","1996","2336","0","0","0","4738","2311","2427","38751","18497","20254","35968","17055","18913","33200","15656","17544","0","0","0","3300","2516","2264","0","0","11797","0","29903","0","0","0","0","0","0","","1849","806","1043","1807","793","1014","31","6","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20319","20","319","0.00","0","0","","","","0","0","0","0","972","468","504","935","449","486","902","429","473","37","19","18","50","27","23","0","0","0","140","80","60","51","28","23","94","47","47","65","24","41","0","0","0","187","88","99","782","365","417","716","327","389","665","299","366","0","0","0","4","0","968","0","0","0","0","0","0","0","0","0","0","0","","880","421","459","840","411","429","39","10","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20320","20","320","0.00","0","0","","","","0","0","0","0","706","339","367","675","322","353","653","313","340","31","17","14","35","16","19","0","0","0","94","56","38","37","19","18","57","27","30","45","21","24","0","0","0","169","77","92","564","258","306","526","236","290","489","217","272","0","0","0","311","395","0","0","0","0","0","0","0","0","0","0","0","0","","440","204","236","417","200","217","22","4","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20321","20","321","0.00","0","0","","","","0","0","0","0","751","358","393","709","339","370","678","324","354","42","19","23","45","23","22","0","0","0","117","59","58","40","22","18","66","36","30","50","21","29","0","0","0","154","66","88","581","280","301","525","251","274","485","229","256","0","0","0","362","389","0","0","0","0","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20322","20","322","0.00","0","0","","","","0","0","0","0","786","348","438","749","329","420","725","321","404","37","19","18","37","16","21","0","0","0","121","57","64","39","16","23","62","33","29","42","19","23","0","0","0","165","65","100","630","279","351","574","250","324","535","234","301","0","0","0","0","0","786","0","0","0","0","0","0","0","0","0","0","0","","669","297","372","553","261","292","116","36","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20323","20","323","0.00","0","0","","","","0","0","0","0","2404","1196","1208","2287","1137","1150","2214","1091","1123","117","59","58","127","75","52","0","0","0","384","181","203","124","69","55","320","148","172","203","112","91","0","0","0","304","129","175","1863","926","937","1698","844","854","1574","775","799","0","0","0","240","0","840","1324","0","0","0","0","0","0","0","0","0","0","","2217","1103","1114","1805","943","862","403","155","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20324","20","324","0.00","0","0","","","","0","0","0","0","48204","23519","24685","45406","22095","23311","43384","21080","22304","2798","1424","1374","3027","1519","1508","0","0","0","6471","3300","3171","2641","1335","1306","5856","2864","2992","4006","1895","2111","0","0","0","5222","2501","2721","36709","17729","18980","33998","16335","17663","31357","15000","16357","0","0","0","7248","7680","7403","8811","2991","0","14071","0","0","0","0","0","0","0","","3367","1577","1790","3283","1557","1726","76","18","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20325","20","325","0.00","0","0","","","","0","0","0","0","11930","5781","6149","11206","5419","5787","10749","5190","5559","724","362","362","698","347","351","0","0","0","1589","785","804","659","353","306","1458","691","767","1007","470","537","0","0","0","1358","651","707","9060","4366","4694","8426","4054","4372","7767","3701","4066","0","0","0","2095","432","1679","0","7724","0","0","0","0","0","0","0","0","0","","10774","5223","5551","8923","4567","4356","1836","646","1190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20326","20","326","0.00","0","0","","","","0","0","0","0","5052","2438","2614","4730","2286","2444","4522","2175","2347","322","152","170","327","161","166","0","0","0","895","452","443","306","153","153","499","246","253","319","155","164","0","0","0","606","277","329","3603","1749","1854","3256","1552","1704","2950","1399","1551","0","0","0","301","415","0","4336","0","0","0","0","0","0","0","0","0","0","","4435","2146","2289","3661","1863","1798","768","281","487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20327","20","327","0.00","0","0","","","","0","0","0","0","15479","7614","7865","14718","7222","7496","14052","6869","7183","761","392","369","1023","545","478","0","0","0","2014","982","1032","792","423","369","1431","700","731","1020","483","537","0","0","0","2397","1179","1218","11960","5840","6120","11074","5402","5672","10282","4979","5303","0","0","0","1356","2333","2482","1154","0","8154","0","0","0","0","0","0","0","0","","547","268","279","545","268","277","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20328","20","328","0.00","0","0","","","","0","0","0","0","1441","691","750","1354","650","704","1285","618","667","87","41","46","108","50","58","0","0","0","207","103","104","86","41","45","205","108","97","120","53","67","0","0","0","127","68","59","1053","508","545","977","471","506","891","430","461","0","0","0","3","0","0","1438","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20329","20","329","0.00","0","0","","","","0","0","0","0","1153","575","578","1104","550","554","1059","529","530","49","25","24","67","35","32","0","0","0","145","79","66","56","30","26","93","45","48","79","33","46","0","0","0","224","108","116","908","446","462","845","411","434","789","381","408","0","0","0","695","458","0","0","0","0","0","0","0","0","0","0","0","0","","20","9","11","20","9","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20330","20","330","0.00","0","0","","","","0","0","0","0","4296","2100","2196","4068","1991","2077","3920","1919","2001","227","109","118","234","113","121","0","0","0","631","311","320","225","113","112","507","249","258","325","157","168","0","0","0","594","289","305","3289","1605","1684","3034","1481","1553","2809","1368","1441","0","0","0","443","1765","996","1092","0","0","0","0","0","0","0","0","0","0","","795","368","427","777","364","413","18","4","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20331","20","331","0.00","0","0","","","","0","0","0","0","982","451","531","946","433","513","917","421","496","36","18","18","46","17","29","0","0","0","136","49","87","44","26","18","70","34","36","59","29","30","0","0","0","269","131","138","774","355","419","720","341","379","676","315","361","0","0","0","81","0","901","0","0","0","0","0","0","0","0","0","0","0","","348","168","180","348","168","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20332","20","332","0.00","0","0","","","","0","0","0","0","373","183","190","355","172","183","347","166","181","18","11","7","13","6","7","0","0","0","33","21","12","22","9","13","32","17","15","13","8","5","0","0","0","134","61","73","317","149","168","303","140","163","281","131","150","0","0","0","373","0","0","0","0","0","0","0","0","0","0","0","0","0","","7","3","4","7","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20333","20","333","0.00","0","0","","","","0","0","0","0","3294","1637","1657","3111","1544","1567","2997","1492","1505","181","93","88","171","82","89","0","0","0","340","189","151","143","77","66","348","164","184","277","136","141","0","0","0","532","253","279","2635","1292","1343","2494","1209","1285","2351","1132","1219","0","0","0","376","547","615","1756","0","0","0","0","0","0","0","0","0","0","","300","140","160","295","139","156","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20334","20","334","0.00","0","0","","","","0","0","0","0","50541","24533","26008","47973","23210","24763","45990","22218","23772","2559","1318","1241","2978","1494","1484","0","0","0","6803","3471","3332","2796","1394","1402","5585","2735","2850","4077","1861","2216","0","0","0","6209","2985","3224","38939","18661","20278","36175","17228","18947","33379","15834","17545","0","0","0","3708","7837","5135","8054","5405","5029","0","15373","0","0","0","0","0","0","","3172","1414","1758","3123","1402","1721","48","11","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20335","20","335","0.00","0","0","","","","0","0","0","0","867","418","449","840","407","433","810","389","421","27","11","16","44","27","17","0","0","0","154","73","81","60","33","27","109","47","62","51","23","28","0","0","0","112","56","56","688","327","361","619","293","326","559","260","299","0","0","0","0","867","0","0","0","0","0","0","0","0","0","0","0","0","","801","388","413","780","380","400","20","8","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20336","20","336","0.00","0","0","","","","0","0","0","0","1697","819","878","1632","782","850","1586","758","828","65","37","28","69","35","34","0","0","0","246","122","124","93","41","52","134","77","57","82","35","47","0","0","0","358","162","196","1386","660","726","1279","608","671","1186","567","619","0","0","0","155","783","759","0","0","0","0","0","0","0","0","0","0","0","","1416","671","745","1322","648","674","93","23","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20337","20","337","0.00","0","0","","","","0","0","0","0","5616","2533","3083","5318","2385","2933","5105","2285","2820","298","148","150","322","146","176","0","0","0","927","460","467","354","185","169","405","182","223","319","135","184","0","0","0","983","411","572","4312","1893","2419","3883","1685","2198","3529","1500","2029","0","0","0","827","1723","719","2347","0","0","0","0","0","0","0","0","0","0","","4368","1928","2440","3555","1636","1919","794","280","514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20338","20","338","0.00","0","0","","","","0","0","0","0","10361","4992","5369","9869","4764","5105","9537","4592","4945","492","228","264","495","261","234","0","0","0","1244","624","620","497","251","246","1151","575","576","879","438","441","0","0","0","1307","581","726","8324","3958","4366","7798","3699","4099","7301","3448","3853","0","0","0","220","0","828","1316","0","7997","0","0","0","0","0","0","0","0","","936","467","469","921","460","461","14","6","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20339","20","339","0.00","0","0","","","","0","0","0","0","4353","2054","2299","4139","1940","2199","3992","1872","2120","214","114","100","235","112","123","0","0","0","548","273","275","217","111","106","439","227","212","297","133","164","0","0","0","665","307","358","3447","1612","1835","3228","1500","1728","3011","1389","1622","0","0","0","1891","384","0","2078","0","0","0","0","0","0","0","0","0","0","","118","54","64","118","54","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20340","20","340","0.00","0","0","","","","0","0","0","0","1747","800","947","1686","769","917","1651","747","904","61","31","30","56","35","21","0","0","0","175","77","98","81","31","50","136","76","60","82","45","37","0","0","0","571","243","328","1479","660","819","1407","633","774","1326","602","724","0","0","0","1005","742","0","0","0","0","0","0","0","0","0","0","0","0","","289","139","150","274","133","141","12","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20341","20","341","0.00","0","0","","","","0","0","0","0","241","109","132","232","103","129","224","101","123","9","6","3","11","4","7","0","0","0","30","13","17","14","6","8","29","13","16","12","6","6","0","0","0","48","21","27","199","94","105","188","85","103","174","79","95","0","0","0","241","0","0","0","0","0","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20342","20","342","0.00","0","0","","","","0","0","0","0","4105","1919","2186","3933","1838","2095","3802","1766","2036","172","81","91","212","99","113","0","0","0","511","273","238","166","79","87","471","229","242","329","144","185","0","0","0","369","160","209","3267","1508","1759","3061","1393","1668","2895","1314","1581","0","0","0","588","464","554","2499","0","0","0","0","0","0","0","0","0","0","","236","121","115","234","121","113","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20343","20","343","0.00","0","0","","","","0","0","0","0","1999","948","1051","1927","917","1010","1873","890","983","72","31","41","87","40","47","0","0","0","211","91","120","72","40","32","190","93","97","159","87","72","0","0","0","416","195","221","1658","796","862","1563","752","811","1491","712","779","0","0","0","12","450","0","1537","0","0","0","0","0","0","0","0","0","0","","467","227","240","467","227","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20344","20","344","0.00","0","0","","","","0","0","0","0","2809","1359","1450","2640","1267","1373","2503","1189","1314","169","92","77","206","109","97","0","0","0","410","220","190","156","70","86","271","113","158","192","83","109","0","0","0","380","182","198","2089","977","1112","1919","887","1032","1763","817","946","0","0","0","441","0","0","2368","0","0","0","0","0","0","0","0","0","0","","30","13","17","30","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20345","20","345","0.00","0","0","","","","0","0","0","0","4188","2034","2154","3960","1918","2042","3803","1840","1963","228","116","112","244","110","134","0","0","0","569","279","290","216","107","109","410","189","221","283","131","152","0","0","0","660","336","324","3237","1576","1661","2990","1459","1531","2774","1352","1422","0","0","0","127","358","1232","2471","0","0","0","0","0","0","0","0","0","0","","296","126","170","288","124","164","8","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20346","20","346","0.00","0","0","","","","0","0","0","0","1542","704","838","1463","663","800","1411","636","775","79","41","38","81","44","37","0","0","0","216","104","112","57","25","32","117","53","64","96","45","51","0","0","0","313","150","163","1200","538","662","1119","497","622","1062","472","590","0","0","0","117","0","0","1425","0","0","0","0","0","0","0","0","0","0","","725","325","400","699","322","377","25","3","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20347","20","347","0.00","0","0","","","","0","0","0","0","4202","2100","2102","3985","1993","1992","3822","1906","1916","200","98","102","241","130","111","0","0","0","610","308","302","249","117","132","544","287","257","291","134","157","0","0","0","480","255","225","3232","1612","1620","2976","1475","1501","2727","1358","1369","0","0","0","1128","448","1502","1124","0","0","0","0","0","0","0","0","0","0","","352","196","156","344","191","153","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20348","20","348","0.00","0","0","","","","0","0","0","0","8192","3909","4283","7793","3683","4110","7496","3539","3957","399","226","173","451","225","226","0","0","0","1030","512","518","406","201","205","872","447","425","680","330","350","0","0","0","1412","612","800","6437","3010","3427","6019","2799","3220","5613","2598","3015","0","0","0","3345","2139","0","0","2708","0","0","0","0","0","0","0","0","0","","2111","1002","1109","1932","952","980","177","49","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20349","20","349","0.00","0","0","","","","0","0","0","0","2189","1007","1182","2081","959","1122","2017","924","1093","108","48","60","95","54","41","0","0","0","256","107","149","106","59","47","227","111","116","181","74","107","0","0","0","382","182","200","1767","811","956","1663","773","890","1557","714","843","0","0","0","332","0","0","1857","0","0","0","0","0","0","0","0","0","0","","486","235","251","485","234","251","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20350","20","350","0.00","0","0","","","","0","0","0","0","16878","7706","9172","16236","7389","8847","15782","7171","8611","627","310","317","703","328","375","0","0","0","1610","783","827","666","308","358","1998","935","1063","1620","775","845","0","0","0","2036","868","1168","14149","6368","7781","13467","6055","7412","12801","5747","7054","0","0","0","56","0","0","0","0","5748","11074","0","0","0","0","0","0","0","","877","365","512","868","364","504","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20351","20","351","0.00","0","0","","","","0","0","0","0","2802","1333","1469","2657","1253","1404","2547","1188","1359","145","80","65","164","90","74","0","0","0","374","181","193","138","81","57","274","131","143","190","90","100","0","0","0","490","219","271","2183","1012","1171","2035","940","1095","1897","859","1038","0","0","0","519","0","885","1398","0","0","0","0","0","0","0","0","0","0","","22","7","15","22","7","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20352","20","352","0.00","0","0","","","","0","0","0","0","4940","2469","2471","4518","2266","2252","4231","2132","2099","422","203","219","421","200","221","0","0","0","900","456","444","368","169","199","771","404","367","408","222","186","0","0","0","339","174","165","3369","1710","1659","2955","1487","1468","2587","1318","1269","0","0","0","713","1975","604","1648","0","0","0","0","0","0","0","0","0","0","","4368","2201","2167","2988","1645","1343","1368","547","821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20353","20","353","0.00","0","0","","","","0","0","0","0","2406","1188","1218","2268","1113","1155","2163","1065","1098","138","75","63","153","77","76","0","0","0","333","176","157","128","59","69","285","140","145","204","93","111","0","0","0","325","165","160","1813","871","942","1683","806","877","1555","747","808","0","0","0","0","0","0","2406","0","0","0","0","0","0","0","0","0","0","","14","1","13","14","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20354","20","354","0.00","0","0","","","","0","0","0","0","477","238","239","455","228","227","443","220","223","22","10","12","20","13","7","0","0","0","60","27","33","29","21","8","51","35","16","33","16","17","0","0","0","102","42","60","385","194","191","359","180","179","330","159","171","0","0","0","131","346","0","0","0","0","0","0","0","0","0","0","0","0","","396","199","197","316","171","145","80","28","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20355","20","355","0.00","0","0","","","","0","0","0","0","681","342","339","656","328","328","629","315","314","25","14","11","40","19","21","0","0","0","89","51","38","34","15","19","53","22","31","31","15","16","0","0","0","152","79","73","535","263","272","505","245","260","471","230","241","0","0","0","195","486","0","0","0","0","0","0","0","0","0","0","0","0","","274","146","128","272","146","126","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20356","20","356","0.00","0","0","","","","0","0","0","0","2179","1076","1103","2081","1019","1062","2012","992","1020","98","57","41","108","48","60","0","0","0","246","134","112","85","50","35","198","102","96","167","80","87","0","0","0","406","207","199","1745","856","889","1649","799","850","1564","749","815","0","0","0","0","0","0","2179","0","0","0","0","0","0","0","0","0","0","","1451","692","759","1397","682","715","53","10","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20357","20","357","0.00","0","0","","","","0","0","0","0","848","409","439","815","396","419","793","386","407","33","13","20","32","16","16","0","0","0","66","31","35","36","16","20","65","27","38","55","32","23","0","0","0","218","99","119","729","355","374","701","342","359","665","326","339","0","0","0","0","0","848","0","0","0","0","0","0","0","0","0","0","0","","14","4","10","14","4","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20358","20","358","0.00","0","0","","","","0","0","0","0","1958","925","1033","1880","878","1002","1814","842","972","78","47","31","97","49","48","0","0","0","234","114","120","79","38","41","153","68","85","122","52","70","0","0","0","484","210","274","1607","743","864","1497","684","813","1418","646","772","0","0","0","126","752","0","1080","0","0","0","0","0","0","0","0","0","0","","14","4","10","13","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20359","20","359","0.00","0","0","","","","0","0","0","0","637","281","356","619","272","347","602","267","335","18","9","9","23","9","14","0","0","0","49","23","26","19","10","9","56","23","33","32","12","20","0","0","0","210","92","118","555","243","312","533","232","301","514","222","292","0","0","0","0","0","637","0","0","0","0","0","0","0","0","0","0","0","","586","255","331","547","249","298","39","6","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20360","20","360","0.00","0","0","","","","0","0","0","0","3981","1863","2118","3800","1774","2026","3651","1706","1945","181","89","92","230","114","116","0","0","0","448","242","206","216","107","109","375","182","193","296","118","178","0","0","0","691","324","367","3175","1464","1711","2988","1356","1632","2772","1249","1523","0","0","0","9","498","595","0","2879","0","0","0","0","0","0","0","0","0","","938","443","495","935","442","493","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20361","20","361","0.00","0","0","","","","0","0","0","0","825","366","459","798","351","447","772","342","430","27","15","12","44","18","26","0","0","0","113","60","53","39","15","24","82","39","43","43","15","28","0","0","0","163","77","86","666","292","374","616","265","351","577","250","327","0","0","0","0","0","825","0","0","0","0","0","0","0","0","0","0","0","","778","343","435","749","338","411","29","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20362","20","362","0.00","0","0","","","","0","0","0","0","1495","675","820","1440","651","789","1401","631","770","55","24","31","63","30","33","0","0","0","185","84","101","73","44","29","127","57","70","79","31","48","0","0","0","369","161","208","1239","557","682","1153","514","639","1080","470","610","0","0","0","103","0","0","1392","0","0","0","0","0","0","0","0","0","0","","202","85","117","202","85","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20363","20","363","0.00","0","0","","","","0","0","0","0","2675","1262","1413","2544","1204","1340","2450","1161","1289","131","58","73","144","65","79","0","0","0","288","140","148","117","59","58","315","143","172","203","101","102","0","0","0","446","208","238","2173","1026","1147","2049","965","1084","1932","906","1026","0","0","0","739","678","1258","0","0","0","0","0","0","0","0","0","0","0","","111","50","61","110","49","61","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20364","20","364","0.00","0","0","","","","0","0","0","0","18654","8981","9673","17602","8449","9153","16695","7988","8707","1052","532","520","1423","713","710","0","0","0","2768","1406","1362","1125","556","569","2187","1004","1183","1509","701","808","0","0","0","1722","787","935","13804","6526","7278","12660","5953","6707","11535","5397","6138","0","0","0","3255","1114","1481","4720","0","8084","0","0","0","0","0","0","0","0","","5687","2655","3032","4784","2322","2462","847","310","537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20365","20","365","0.00","0","0","","","","0","0","0","0","1059","485","574","1025","474","551","993","461","532","34","11","23","50","21","29","0","0","0","127","63","64","42","22","20","60","23","37","65","32","33","0","0","0","251","119","132","873","404","469","815","375","440","773","353","420","0","0","0","525","534","0","0","0","0","0","0","0","0","0","0","0","0","","409","201","208","409","201","208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20366","20","366","0.00","0","0","","","","0","0","0","0","3676","1729","1947","3461","1627","1834","3307","1548","1759","215","102","113","263","127","136","0","0","0","700","336","364","231","121","110","301","138","163","218","88","130","0","0","0","489","242","247","2648","1248","1400","2335","1094","1241","2104","973","1131","0","0","0","693","0","0","0","2983","0","0","0","0","0","0","0","0","0","","272","148","124","268","146","122","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20367","20","367","0.00","0","0","","","","0","0","0","0","4582","2238","2344","4327","2114","2213","4175","2046","2129","255","124","131","226","112","114","0","0","0","607","314","293","263","132","131","543","280","263","376","174","202","0","0","0","579","282","297","3600","1744","1856","3337","1612","1725","3074","1480","1594","0","0","0","56","0","0","0","4526","0","0","0","0","0","0","0","0","0","","3847","1890","1957","3341","1706","1635","502","181","321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20368","20","368","0.00","0","0","","","","0","0","0","0","2067","1028","1039","1951","965","986","1882","926","956","116","63","53","105","58","47","0","0","0","261","142","119","94","39","55","243","133","110","177","88","89","0","0","0","315","150","165","1620","791","829","1523","739","784","1429","700","729","0","0","0","91","0","0","1976","0","0","0","0","0","0","0","0","0","0","","17","8","9","17","8","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20369","20","369","0.00","0","0","","","","0","0","0","0","2193","1069","1124","2097","1021","1076","2014","989","1025","96","48","48","131","53","78","0","0","0","252","147","105","93","42","51","197","89","108","152","67","85","0","0","0","362","186","176","1731","822","909","1640","771","869","1547","729","818","0","0","0","27","0","0","2166","0","0","0","0","0","0","0","0","0","0","","30","15","15","30","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20370","20","370","0.00","0","0","","","","0","0","0","0","662","316","346","630","299","331","612","286","326","32","17","15","28","22","6","0","0","0","78","41","37","49","25","24","48","24","24","39","22","17","0","0","0","138","60","78","547","251","296","507","229","278","458","204","254","0","0","0","349","313","0","0","0","0","0","0","0","0","0","0","0","0","","64","29","35","61","28","33","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20371","20","371","0.00","0","0","","","","0","0","0","0","986","428","558","948","412","536","911","397","514","38","16","22","57","21","36","0","0","0","111","48","63","49","23","26","68","39","29","57","23","34","0","0","0","276","114","162","801","344","457","753","327","426","704","304","400","0","0","0","394","0","592","0","0","0","0","0","0","0","0","0","0","0","","547","216","331","530","214","316","15","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20372","20","372","0.00","0","0","","","","0","0","0","0","1316","591","725","1279","570","709","1244","553","691","37","21","16","60","25","35","0","0","0","131","77","54","95","40","55","101","51","50","70","28","42","0","0","0","388","156","232","1093","485","608","1037","448","589","942","408","534","0","0","0","992","324","0","0","0","0","0","0","0","0","0","0","0","0","","1033","459","574","881","420","461","147","35","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20373","20","373","0.00","0","0","","","","0","0","0","0","403","201","202","385","188","197","371","183","188","18","13","5","20","10","10","0","0","0","51","21","30","26","10","16","32","14","18","20","15","5","0","0","0","102","51","51","329","160","169","307","152","155","281","142","139","0","0","0","116","287","0","0","0","0","0","0","0","0","0","0","0","0","","2","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20374","20","374","0.00","0","0","","","","0","0","0","0","1645","773","872","1551","726","825","1470","690","780","94","47","47","121","52","69","0","0","0","280","139","141","97","48","49","220","109","111","111","56","55","0","0","0","189","80","109","1185","558","627","1076","505","571","979","457","522","0","0","0","206","0","1439","0","0","0","0","0","0","0","0","0","0","0","","1289","612","677","1162","574","588","126","37","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20375","20","375","0.00","0","0","","","","0","0","0","0","13200","6190","7010","12536","5854","6682","12090","5643","6447","655","332","323","678","343","335","0","0","0","1521","742","779","678","338","340","1673","791","882","1198","562","636","0","0","0","1179","508","671","10572","4860","5712","9934","4558","5376","9256","4220","5036","0","0","0","0","0","0","0","0","0","13200","0","0","0","0","0","0","0","","1997","906","1091","1955","890","1065","21","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20376","20","376","0.00","0","0","","","","0","0","0","0","365","170","195","347","162","185","336","156","180","18","8","10","18","10","8","0","0","0","50","23","27","18","9","9","42","19","23","23","11","12","0","0","0","92","40","52","291","134","157","268","126","142","250","117","133","0","0","0","0","365","0","0","0","0","0","0","0","0","0","0","0","0","","6","2","4","6","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20377","20","377","0.00","0","0","","","","0","0","0","0","10860","5180","5680","10286","4904","5382","9842","4685","5157","574","276","298","661","337","324","0","0","0","1711","865","846","679","339","340","1159","549","610","784","345","439","0","0","0","1527","744","783","8295","3897","4398","7507","3493","4014","6828","3154","3674","0","0","0","4434","1651","3430","1345","0","0","0","0","0","0","0","0","0","0","","1044","520","524","1038","519","519","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
